11 1606726312 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726313 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726314 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726315 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726316 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726317 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726318 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726319 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726320 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726321 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726322 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726323 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726324 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726325 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726326 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726327 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726328 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726329 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726330 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726331 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726332 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726333 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726334 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726335 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726336 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726342 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726343 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726344 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726345 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726346 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726347 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726348 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726349 0.200000 -1.000000 -101.000000 0.000000 0.000000
11 1606726350 0.200000 -1.000000 -101.000000 0.000000 0.000000
